age,sex,edu,polviews,time_took,issue,type,opinion,mf,value,id
52,Male,<bach,2,9.5,relmeet,pro,0,Ingroup,0,178
23,Female,<bach,2,8.55,cohabok,against,0,Harm,0,179
23,Female,<bach,2,8.55,cohabok,against,0,Authority,1,179
23,Female,<bach,2,8.55,cohabok,against,0,Purity,1,179
23,Female,<bach,2,8.55,cohabok,against,0,Liberty,0,179
23,Female,<bach,2,8.55,cohabok,against,0,Violence,0,179
23,Female,<bach,2,8.55,cohabok,against,0,other,0,179
23,Female,<bach,2,8.55,cohabok,against,0,Fairness,1,179
23,Female,<bach,2,8.55,cohabok,against,0,Ingroup,0,179
23,Female,<bach,2,8.55,cohabok,pro,1,Harm,0,179
23,Female,<bach,2,8.55,cohabok,pro,1,Authority,0,179
23,Female,<bach,2,8.55,cohabok,pro,1,Purity,0,179
23,Female,<bach,2,8.55,cohabok,pro,1,Liberty,1,179
23,Female,<bach,2,8.55,cohabok,pro,1,Violence,0,179
23,Female,<bach,2,8.55,cohabok,pro,1,other,0,179
23,Female,<bach,2,8.55,cohabok,pro,1,Fairness,0,179
23,Female,<bach,2,8.55,cohabok,pro,1,Ingroup,0,179
23,Female,<bach,2,8.55,protest3,against,0,Harm,0,179
23,Female,<bach,2,8.55,protest3,against,0,Authority,1,179
23,Female,<bach,2,8.55,protest3,against,0,Purity,1,179
23,Female,<bach,2,8.55,protest3,against,0,Liberty,1,179
23,Female,<bach,2,8.55,protest3,against,0,Violence,1,179
23,Female,<bach,2,8.55,protest3,against,0,other,0,179
23,Female,<bach,2,8.55,protest3,against,0,Fairness,1,179
23,Female,<bach,2,8.55,protest3,against,0,Ingroup,1,179
23,Female,<bach,2,8.55,protest3,pro,1,Harm,0,179
23,Female,<bach,2,8.55,protest3,pro,1,Authority,0,179
23,Female,<bach,2,8.55,protest3,pro,1,Purity,0,179
23,Female,<bach,2,8.55,protest3,pro,1,Liberty,1,179
23,Female,<bach,2,8.55,protest3,pro,1,Violence,0,179
23,Female,<bach,2,8.55,protest3,pro,1,other,0,179
23,Female,<bach,2,8.55,protest3,pro,1,Fairness,0,179
23,Female,<bach,2,8.55,protest3,pro,1,Ingroup,1,179
23,Female,<bach,2,8.55,revmeet,against,0,Harm,1,179
23,Female,<bach,2,8.55,revmeet,against,0,Authority,1,179
23,Female,<bach,2,8.55,revmeet,against,0,Purity,1,179
23,Female,<bach,2,8.55,revmeet,against,0,Liberty,0,179
23,Female,<bach,2,8.55,revmeet,against,0,Violence,0,179
23,Female,<bach,2,8.55,revmeet,against,0,other,0,179
23,Female,<bach,2,8.55,revmeet,against,0,Fairness,0,179
23,Female,<bach,2,8.55,revmeet,against,0,Ingroup,1,179
23,Female,<bach,2,8.55,revmeet,pro,1,Harm,0,179
23,Female,<bach,2,8.55,revmeet,pro,1,Authority,0,179
23,Female,<bach,2,8.55,revmeet,pro,1,Purity,0,179
23,Female,<bach,2,8.55,revmeet,pro,1,Liberty,1,179
23,Female,<bach,2,8.55,revmeet,pro,1,Violence,0,179
23,Female,<bach,2,8.55,revmeet,pro,1,other,0,179
23,Female,<bach,2,8.55,revmeet,pro,1,Fairness,1,179
23,Female,<bach,2,8.55,revmeet,pro,1,Ingroup,0,179
67,Male,<bach,7,8.95,revmeet,against,1,Harm,1,180
67,Male,<bach,7,8.95,revmeet,against,1,Authority,1,180
67,Male,<bach,7,8.95,revmeet,against,1,Purity,0,180
67,Male,<bach,7,8.95,revmeet,against,1,Liberty,0,180
67,Male,<bach,7,8.95,revmeet,against,1,Violence,1,180
67,Male,<bach,7,8.95,revmeet,against,1,other,0,180
67,Male,<bach,7,8.95,revmeet,against,1,Fairness,1,180
67,Male,<bach,7,8.95,revmeet,against,1,Ingroup,1,180
67,Male,<bach,7,8.95,revmeet,pro,0,Harm,0,180
67,Male,<bach,7,8.95,revmeet,pro,0,Authority,0,180
67,Male,<bach,7,8.95,revmeet,pro,0,Purity,0,180
67,Male,<bach,7,8.95,revmeet,pro,0,Liberty,0,180
67,Male,<bach,7,8.95,revmeet,pro,0,Violence,1,180
67,Male,<bach,7,8.95,revmeet,pro,0,other,0,180
67,Male,<bach,7,8.95,revmeet,pro,0,Fairness,0,180
67,Male,<bach,7,8.95,revmeet,pro,0,Ingroup,0,180
40,Male,<bach,0-left,8.566666666666666,cohabok,against,0,Harm,0,181
40,Male,<bach,0-left,8.566666666666666,cohabok,against,0,Authority,0,181
40,Male,<bach,0-left,8.566666666666666,cohabok,against,0,Purity,1,181
40,Male,<bach,0-left,8.566666666666666,cohabok,against,0,Liberty,0,181
40,Male,<bach,0-left,8.566666666666666,cohabok,against,0,Violence,0,181
40,Male,<bach,0-left,8.566666666666666,cohabok,against,0,other,0,181
40,Male,<bach,0-left,8.566666666666666,cohabok,against,0,Fairness,0,181
40,Male,<bach,0-left,8.566666666666666,cohabok,against,0,Ingroup,0,181
40,Male,<bach,0-left,8.566666666666666,cohabok,pro,1,Harm,0,181
40,Male,<bach,0-left,8.566666666666666,cohabok,pro,1,Authority,0,181
40,Male,<bach,0-left,8.566666666666666,cohabok,pro,1,Purity,0,181
40,Male,<bach,0-left,8.566666666666666,cohabok,pro,1,Liberty,1,181
40,Male,<bach,0-left,8.566666666666666,cohabok,pro,1,Violence,0,181
40,Male,<bach,0-left,8.566666666666666,cohabok,pro,1,other,0,181
40,Male,<bach,0-left,8.566666666666666,cohabok,pro,1,Fairness,0,181
40,Male,<bach,0-left,8.566666666666666,cohabok,pro,1,Ingroup,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,against,0,Harm,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,against,0,Authority,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,against,0,Purity,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,against,0,Liberty,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,against,0,Violence,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,against,0,other,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,against,0,Fairness,1,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,against,0,Ingroup,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,pro,1,Harm,1,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,pro,1,Authority,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,pro,1,Purity,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,pro,1,Liberty,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,pro,1,Violence,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,pro,1,other,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,pro,1,Fairness,0,181
40,Male,<bach,0-left,8.566666666666666,helpfrds,pro,1,Ingroup,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,against,0,Harm,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,against,0,Authority,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,against,0,Purity,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,against,0,Liberty,1,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,against,0,Violence,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,against,0,other,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,against,0,Fairness,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,against,0,Ingroup,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,pro,1,Harm,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,pro,1,Authority,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,pro,1,Purity,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,pro,1,Liberty,1,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,pro,1,Violence,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,pro,1,other,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,pro,1,Fairness,0,181
40,Male,<bach,0-left,8.566666666666666,meltpot1,pro,1,Ingroup,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,against,1,Harm,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,against,1,Authority,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,against,1,Purity,1,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,against,1,Liberty,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,against,1,Violence,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,against,1,other,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,against,1,Fairness,1,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,against,1,Ingroup,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,pro,0,Harm,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,pro,0,Authority,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,pro,0,Purity,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,pro,0,Liberty,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,pro,0,Violence,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,pro,0,other,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,pro,0,Fairness,0,181
40,Male,<bach,0-left,8.566666666666666,stoprndm,pro,0,Ingroup,1,181
41,Female,<bach,1,21.15,protest3,against,0,Harm,0,182
41,Female,<bach,1,21.15,protest3,against,0,Authority,1,182
41,Female,<bach,1,21.15,protest3,against,0,Purity,1,182
41,Female,<bach,1,21.15,protest3,against,0,Liberty,0,182
41,Female,<bach,1,21.15,protest3,against,0,Violence,0,182
41,Female,<bach,1,21.15,protest3,against,0,other,0,182
41,Female,<bach,1,21.15,protest3,against,0,Fairness,0,182
41,Female,<bach,1,21.15,protest3,against,0,Ingroup,1,182
41,Female,<bach,1,21.15,protest3,pro,1,Harm,1,182
41,Female,<bach,1,21.15,protest3,pro,1,Authority,0,182
41,Female,<bach,1,21.15,protest3,pro,1,Purity,0,182
41,Female,<bach,1,21.15,protest3,pro,1,Liberty,1,182
41,Female,<bach,1,21.15,protest3,pro,1,Violence,0,182
41,Female,<bach,1,21.15,protest3,pro,1,other,0,182
41,Female,<bach,1,21.15,protest3,pro,1,Fairness,1,182
41,Female,<bach,1,21.15,protest3,pro,1,Ingroup,0,182
53,Male,bach,1,9.616666666666667,cohabok,against,0,Harm,0,183
53,Male,bach,1,9.616666666666667,cohabok,against,0,Authority,1,183
53,Male,bach,1,9.616666666666667,cohabok,against,0,Purity,0,183
53,Male,bach,1,9.616666666666667,cohabok,against,0,Liberty,0,183
53,Male,bach,1,9.616666666666667,cohabok,against,0,Violence,0,183
53,Male,bach,1,9.616666666666667,cohabok,against,0,other,0,183
53,Male,bach,1,9.616666666666667,cohabok,against,0,Fairness,0,183
53,Male,bach,1,9.616666666666667,cohabok,against,0,Ingroup,0,183
53,Male,bach,1,9.616666666666667,cohabok,pro,1,Harm,0,183
53,Male,bach,1,9.616666666666667,cohabok,pro,1,Authority,0,183
53,Male,bach,1,9.616666666666667,cohabok,pro,1,Purity,0,183
53,Male,bach,1,9.616666666666667,cohabok,pro,1,Liberty,1,183
53,Male,bach,1,9.616666666666667,cohabok,pro,1,Violence,0,183
53,Male,bach,1,9.616666666666667,cohabok,pro,1,other,0,183
53,Male,bach,1,9.616666666666667,cohabok,pro,1,Fairness,1,183
53,Male,bach,1,9.616666666666667,cohabok,pro,1,Ingroup,0,183
53,Male,bach,1,9.616666666666667,firstyou,against,1,Harm,1,183
53,Male,bach,1,9.616666666666667,firstyou,against,1,Authority,0,183
53,Male,bach,1,9.616666666666667,firstyou,against,1,Purity,0,183
53,Male,bach,1,9.616666666666667,firstyou,against,1,Liberty,0,183
53,Male,bach,1,9.616666666666667,firstyou,against,1,Violence,0,183
53,Male,bach,1,9.616666666666667,firstyou,against,1,other,0,183
53,Male,bach,1,9.616666666666667,firstyou,against,1,Fairness,0,183
53,Male,bach,1,9.616666666666667,firstyou,against,1,Ingroup,0,183
53,Male,bach,1,9.616666666666667,firstyou,pro,0,Harm,0,183
53,Male,bach,1,9.616666666666667,firstyou,pro,0,Authority,0,183
53,Male,bach,1,9.616666666666667,firstyou,pro,0,Purity,1,183
53,Male,bach,1,9.616666666666667,firstyou,pro,0,Liberty,0,183
53,Male,bach,1,9.616666666666667,firstyou,pro,0,Violence,0,183
53,Male,bach,1,9.616666666666667,firstyou,pro,0,other,0,183
53,Male,bach,1,9.616666666666667,firstyou,pro,0,Fairness,0,183
53,Male,bach,1,9.616666666666667,firstyou,pro,0,Ingroup,0,183
53,Male,bach,1,9.616666666666667,immrghts,against,0,Harm,0,183
53,Male,bach,1,9.616666666666667,immrghts,against,0,Authority,1,183
53,Male,bach,1,9.616666666666667,immrghts,against,0,Purity,0,183
53,Male,bach,1,9.616666666666667,immrghts,against,0,Liberty,0,183
53,Male,bach,1,9.616666666666667,immrghts,against,0,Violence,0,183
53,Male,bach,1,9.616666666666667,immrghts,against,0,other,0,183
53,Male,bach,1,9.616666666666667,immrghts,against,0,Fairness,0,183
53,Male,bach,1,9.616666666666667,immrghts,against,0,Ingroup,0,183
53,Male,bach,1,9.616666666666667,immrghts,pro,1,Harm,0,183
53,Male,bach,1,9.616666666666667,immrghts,pro,1,Authority,0,183
53,Male,bach,1,9.616666666666667,immrghts,pro,1,Purity,0,183
53,Male,bach,1,9.616666666666667,immrghts,pro,1,Liberty,1,183
53,Male,bach,1,9.616666666666667,immrghts,pro,1,Violence,0,183
53,Male,bach,1,9.616666666666667,immrghts,pro,1,other,0,183
53,Male,bach,1,9.616666666666667,immrghts,pro,1,Fairness,1,183
53,Male,bach,1,9.616666666666667,immrghts,pro,1,Ingroup,0,183
53,Male,bach,1,9.616666666666667,racmeet,against,0,Harm,1,183
53,Male,bach,1,9.616666666666667,racmeet,against,0,Authority,0,183
53,Male,bach,1,9.616666666666667,racmeet,against,0,Purity,1,183
53,Male,bach,1,9.616666666666667,racmeet,against,0,Liberty,0,183
53,Male,bach,1,9.616666666666667,racmeet,against,0,Violence,0,183
53,Male,bach,1,9.616666666666667,racmeet,against,0,other,0,183
53,Male,bach,1,9.616666666666667,racmeet,against,0,Fairness,0,183
53,Male,bach,1,9.616666666666667,racmeet,against,0,Ingroup,0,183
53,Male,bach,1,9.616666666666667,racmeet,pro,1,Harm,0,183
53,Male,bach,1,9.616666666666667,racmeet,pro,1,Authority,0,183
53,Male,bach,1,9.616666666666667,racmeet,pro,1,Purity,0,183
53,Male,bach,1,9.616666666666667,racmeet,pro,1,Liberty,0,183
53,Male,bach,1,9.616666666666667,racmeet,pro,1,Violence,0,183
53,Male,bach,1,9.616666666666667,racmeet,pro,1,other,0,183
53,Male,bach,1,9.616666666666667,racmeet,pro,1,Fairness,1,183
53,Male,bach,1,9.616666666666667,racmeet,pro,1,Ingroup,0,183
48,Female,<bach,5,18.016666666666666,protest1,against,0,Harm,0,184
48,Female,<bach,5,18.016666666666666,protest1,against,0,Authority,1,184
48,Female,<bach,5,18.016666666666666,protest1,against,0,Purity,0,184
48,Female,<bach,5,18.016666666666666,protest1,against,0,Liberty,1,184
48,Female,<bach,5,18.016666666666666,protest1,against,0,Violence,0,184
48,Female,<bach,5,18.016666666666666,protest1,against,0,other,0,184
48,Female,<bach,5,18.016666666666666,protest1,against,0,Fairness,0,184
48,Female,<bach,5,18.016666666666666,protest1,against,0,Ingroup,0,184
48,Female,<bach,5,18.016666666666666,protest1,pro,1,Harm,0,184
48,Female,<bach,5,18.016666666666666,protest1,pro,1,Authority,1,184
48,Female,<bach,5,18.016666666666666,protest1,pro,1,Purity,0,184
48,Female,<bach,5,18.016666666666666,protest1,pro,1,Liberty,0,184
48,Female,<bach,5,18.016666666666666,protest1,pro,1,Violence,0,184
48,Female,<bach,5,18.016666666666666,protest1,pro,1,other,0,184
48,Female,<bach,5,18.016666666666666,protest1,pro,1,Fairness,0,184
48,Female,<bach,5,18.016666666666666,protest1,pro,1,Ingroup,0,184
48,Female,<bach,5,18.016666666666666,protest3,against,0,Harm,0,184
48,Female,<bach,5,18.016666666666666,protest3,against,0,Authority,0,184
48,Female,<bach,5,18.016666666666666,protest3,against,0,Purity,0,184
48,Female,<bach,5,18.016666666666666,protest3,against,0,Liberty,0,184
48,Female,<bach,5,18.016666666666666,protest3,against,0,Violence,1,184
48,Female,<bach,5,18.016666666666666,protest3,against,0,other,0,184
48,Female,<bach,5,18.016666666666666,protest3,against,0,Fairness,0,184
48,Female,<bach,5,18.016666666666666,protest3,against,0,Ingroup,0,184
48,Female,<bach,5,18.016666666666666,protest3,pro,1,Harm,0,184
48,Female,<bach,5,18.016666666666666,protest3,pro,1,Authority,0,184
48,Female,<bach,5,18.016666666666666,protest3,pro,1,Purity,1,184
48,Female,<bach,5,18.016666666666666,protest3,pro,1,Liberty,0,184
48,Female,<bach,5,18.016666666666666,protest3,pro,1,Violence,0,184
48,Female,<bach,5,18.016666666666666,protest3,pro,1,other,0,184
48,Female,<bach,5,18.016666666666666,protest3,pro,1,Fairness,1,184
48,Female,<bach,5,18.016666666666666,protest3,pro,1,Ingroup,0,184
48,Female,<bach,5,18.016666666666666,revmeet,against,0,Harm,0,184
48,Female,<bach,5,18.016666666666666,revmeet,against,0,Authority,0,184
48,Female,<bach,5,18.016666666666666,revmeet,against,0,Purity,0,184
48,Female,<bach,5,18.016666666666666,revmeet,against,0,Liberty,1,184
48,Female,<bach,5,18.016666666666666,revmeet,against,0,Violence,0,184
48,Female,<bach,5,18.016666666666666,revmeet,against,0,other,0,184
48,Female,<bach,5,18.016666666666666,revmeet,against,0,Fairness,0,184
48,Female,<bach,5,18.016666666666666,revmeet,against,0,Ingroup,0,184
48,Female,<bach,5,18.016666666666666,revmeet,pro,1,Harm,0,184
48,Female,<bach,5,18.016666666666666,revmeet,pro,1,Authority,0,184
48,Female,<bach,5,18.016666666666666,revmeet,pro,1,Purity,0,184
48,Female,<bach,5,18.016666666666666,revmeet,pro,1,Liberty,1,184
48,Female,<bach,5,18.016666666666666,revmeet,pro,1,Violence,0,184
48,Female,<bach,5,18.016666666666666,revmeet,pro,1,other,0,184
48,Female,<bach,5,18.016666666666666,revmeet,pro,1,Fairness,0,184
48,Female,<bach,5,18.016666666666666,revmeet,pro,1,Ingroup,0,184
31,Male,<bach,0-left,9.133333333333333,tapphone,against,0,Harm,1,185
31,Male,<bach,0-left,9.133333333333333,tapphone,against,0,Authority,0,185
31,Male,<bach,0-left,9.133333333333333,tapphone,against,0,Purity,0,185
31,Male,<bach,0-left,9.133333333333333,tapphone,against,0,Liberty,0,185
31,Male,<bach,0-left,9.133333333333333,tapphone,against,0,Violence,0,185
31,Male,<bach,0-left,9.133333333333333,tapphone,against,0,other,0,185
31,Male,<bach,0-left,9.133333333333333,tapphone,against,0,Fairness,0,185
31,Male,<bach,0-left,9.133333333333333,tapphone,against,0,Ingroup,0,185
31,Male,<bach,0-left,9.133333333333333,tapphone,pro,1,Harm,0,185
31,Male,<bach,0-left,9.133333333333333,tapphone,pro,1,Authority,1,185
31,Male,<bach,0-left,9.133333333333333,tapphone,pro,1,Purity,0,185
31,Male,<bach,0-left,9.133333333333333,tapphone,pro,1,Liberty,0,185
31,Male,<bach,0-left,9.133333333333333,tapphone,pro,1,Violence,0,185
31,Male,<bach,0-left,9.133333333333333,tapphone,pro,1,other,0,185
31,Male,<bach,0-left,9.133333333333333,tapphone,pro,1,Fairness,0,185
31,Male,<bach,0-left,9.133333333333333,tapphone,pro,1,Ingroup,0,185
28,Female,bach,1,7.933333333333334,helpfrds,against,0,Harm,0,186
28,Female,bach,1,7.933333333333334,helpfrds,against,0,Authority,1,186
28,Female,bach,1,7.933333333333334,helpfrds,against,0,Purity,0,186
28,Female,bach,1,7.933333333333334,helpfrds,against,0,Liberty,0,186
28,Female,bach,1,7.933333333333334,helpfrds,against,0,Violence,0,186
28,Female,bach,1,7.933333333333334,helpfrds,against,0,other,1,186
28,Female,bach,1,7.933333333333334,helpfrds,against,0,Fairness,0,186
28,Female,bach,1,7.933333333333334,helpfrds,against,0,Ingroup,0,186
28,Female,bach,1,7.933333333333334,helpfrds,pro,1,Harm,0,186
28,Female,bach,1,7.933333333333334,helpfrds,pro,1,Authority,0,186
28,Female,bach,1,7.933333333333334,helpfrds,pro,1,Purity,0,186
28,Female,bach,1,7.933333333333334,helpfrds,pro,1,Liberty,0,186
28,Female,bach,1,7.933333333333334,helpfrds,pro,1,Violence,0,186
28,Female,bach,1,7.933333333333334,helpfrds,pro,1,other,1,186
28,Female,bach,1,7.933333333333334,helpfrds,pro,1,Fairness,0,186
28,Female,bach,1,7.933333333333334,helpfrds,pro,1,Ingroup,0,186
28,Female,bach,1,7.933333333333334,revpub,against,0,Harm,1,186
28,Female,bach,1,7.933333333333334,revpub,against,0,Authority,0,186
28,Female,bach,1,7.933333333333334,revpub,against,0,Purity,0,186
28,Female,bach,1,7.933333333333334,revpub,against,0,Liberty,0,186
28,Female,bach,1,7.933333333333334,revpub,against,0,Violence,0,186
28,Female,bach,1,7.933333333333334,revpub,against,0,other,0,186
28,Female,bach,1,7.933333333333334,revpub,against,0,Fairness,0,186
28,Female,bach,1,7.933333333333334,revpub,against,0,Ingroup,0,186
28,Female,bach,1,7.933333333333334,revpub,pro,1,Harm,0,186
28,Female,bach,1,7.933333333333334,revpub,pro,1,Authority,0,186
28,Female,bach,1,7.933333333333334,revpub,pro,1,Purity,0,186
28,Female,bach,1,7.933333333333334,revpub,pro,1,Liberty,1,186
28,Female,bach,1,7.933333333333334,revpub,pro,1,Violence,0,186
28,Female,bach,1,7.933333333333334,revpub,pro,1,other,0,186
28,Female,bach,1,7.933333333333334,revpub,pro,1,Fairness,0,186
28,Female,bach,1,7.933333333333334,revpub,pro,1,Ingroup,0,186
28,Female,bach,1,7.933333333333334,wotrial,against,1,Harm,0,186
28,Female,bach,1,7.933333333333334,wotrial,against,1,Authority,1,186
28,Female,bach,1,7.933333333333334,wotrial,against,1,Purity,0,186
28,Female,bach,1,7.933333333333334,wotrial,against,1,Liberty,1,186
28,Female,bach,1,7.933333333333334,wotrial,against,1,Violence,0,186
28,Female,bach,1,7.933333333333334,wotrial,against,1,other,0,186
28,Female,bach,1,7.933333333333334,wotrial,against,1,Fairness,1,186
28,Female,bach,1,7.933333333333334,wotrial,against,1,Ingroup,0,186
28,Female,bach,1,7.933333333333334,wotrial,pro,0,Harm,0,186
28,Female,bach,1,7.933333333333334,wotrial,pro,0,Authority,0,186
28,Female,bach,1,7.933333333333334,wotrial,pro,0,Purity,1,186
28,Female,bach,1,7.933333333333334,wotrial,pro,0,Liberty,0,186
28,Female,bach,1,7.933333333333334,wotrial,pro,0,Violence,1,186
28,Female,bach,1,7.933333333333334,wotrial,pro,0,other,0,186
28,Female,bach,1,7.933333333333334,wotrial,pro,0,Fairness,0,186
28,Female,bach,1,7.933333333333334,wotrial,pro,0,Ingroup,0,186
34,Female,<bach,10-right,8.333333333333334,relmeet,against,0,Harm,0,187
34,Female,<bach,10-right,8.333333333333334,relmeet,against,0,Authority,1,187
34,Female,<bach,10-right,8.333333333333334,relmeet,against,0,Purity,0,187
34,Female,<bach,10-right,8.333333333333334,relmeet,against,0,Liberty,0,187
34,Female,<bach,10-right,8.333333333333334,relmeet,against,0,Violence,0,187
34,Female,<bach,10-right,8.333333333333334,relmeet,against,0,other,0,187
34,Female,<bach,10-right,8.333333333333334,relmeet,against,0,Fairness,0,187
34,Female,<bach,10-right,8.333333333333334,relmeet,against,0,Ingroup,0,187
34,Female,<bach,10-right,8.333333333333334,relmeet,pro,1,Harm,0,187
34,Female,<bach,10-right,8.333333333333334,relmeet,pro,1,Authority,0,187
34,Female,<bach,10-right,8.333333333333334,relmeet,pro,1,Purity,0,187
34,Female,<bach,10-right,8.333333333333334,relmeet,pro,1,Liberty,0,187
34,Female,<bach,10-right,8.333333333333334,relmeet,pro,1,Violence,0,187
34,Female,<bach,10-right,8.333333333333334,relmeet,pro,1,other,0,187
34,Female,<bach,10-right,8.333333333333334,relmeet,pro,1,Fairness,1,187
34,Female,<bach,10-right,8.333333333333334,relmeet,pro,1,Ingroup,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,against,0,Harm,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,against,0,Authority,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,against,0,Purity,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,against,0,Liberty,1,187
34,Female,<bach,10-right,8.333333333333334,verdict,against,0,Violence,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,against,0,other,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,against,0,Fairness,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,against,0,Ingroup,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,pro,1,Harm,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,pro,1,Authority,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,pro,1,Purity,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,pro,1,Liberty,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,pro,1,Violence,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,pro,1,other,0,187
34,Female,<bach,10-right,8.333333333333334,verdict,pro,1,Fairness,1,187
34,Female,<bach,10-right,8.333333333333334,verdict,pro,1,Ingroup,0,187
36,Female,<bach,6,5.75,firstyou,against,0,Harm,1,189
36,Female,<bach,6,5.75,firstyou,against,0,Authority,0,189
36,Female,<bach,6,5.75,firstyou,against,0,Purity,0,189
36,Female,<bach,6,5.75,firstyou,against,0,Liberty,0,189
36,Female,<bach,6,5.75,firstyou,against,0,Violence,0,189
36,Female,<bach,6,5.75,firstyou,against,0,other,0,189
36,Female,<bach,6,5.75,firstyou,against,0,Fairness,0,189
36,Female,<bach,6,5.75,firstyou,against,0,Ingroup,0,189
36,Female,<bach,6,5.75,firstyou,pro,1,Harm,0,189
36,Female,<bach,6,5.75,firstyou,pro,1,Authority,0,189
36,Female,<bach,6,5.75,firstyou,pro,1,Purity,0,189
36,Female,<bach,6,5.75,firstyou,pro,1,Liberty,0,189
36,Female,<bach,6,5.75,firstyou,pro,1,Violence,0,189
36,Female,<bach,6,5.75,firstyou,pro,1,other,1,189
36,Female,<bach,6,5.75,firstyou,pro,1,Fairness,0,189
36,Female,<bach,6,5.75,firstyou,pro,1,Ingroup,0,189
36,Female,<bach,6,5.75,meltpot1,against,0,Harm,0,189
36,Female,<bach,6,5.75,meltpot1,against,0,Authority,1,189
36,Female,<bach,6,5.75,meltpot1,against,0,Purity,0,189
36,Female,<bach,6,5.75,meltpot1,against,0,Liberty,0,189
36,Female,<bach,6,5.75,meltpot1,against,0,Violence,0,189
36,Female,<bach,6,5.75,meltpot1,against,0,other,0,189
36,Female,<bach,6,5.75,meltpot1,against,0,Fairness,1,189
36,Female,<bach,6,5.75,meltpot1,against,0,Ingroup,0,189
36,Female,<bach,6,5.75,meltpot1,pro,1,Harm,0,189
36,Female,<bach,6,5.75,meltpot1,pro,1,Authority,0,189
36,Female,<bach,6,5.75,meltpot1,pro,1,Purity,0,189
36,Female,<bach,6,5.75,meltpot1,pro,1,Liberty,1,189
36,Female,<bach,6,5.75,meltpot1,pro,1,Violence,0,189
36,Female,<bach,6,5.75,meltpot1,pro,1,other,0,189
36,Female,<bach,6,5.75,meltpot1,pro,1,Fairness,0,189
36,Female,<bach,6,5.75,meltpot1,pro,1,Ingroup,0,189
36,Female,<bach,6,5.75,verdict,against,0,Harm,0,189
36,Female,<bach,6,5.75,verdict,against,0,Authority,1,189
36,Female,<bach,6,5.75,verdict,against,0,Purity,0,189
36,Female,<bach,6,5.75,verdict,against,0,Liberty,0,189
36,Female,<bach,6,5.75,verdict,against,0,Violence,0,189
