age,sex,edu,polviews,time_took,issue,type,opinion,mf,value,id
73,Female,<bach,10-right,15.016666666666667,cohabok,pro,0,Ingroup,0,3
36,Female,<bach,0-left,5.466666666666667,protest1,against,0,Harm,0,4
36,Female,<bach,0-left,5.466666666666667,protest1,against,0,Authority,0,4
36,Female,<bach,0-left,5.466666666666667,protest1,against,0,Purity,0,4
36,Female,<bach,0-left,5.466666666666667,protest1,against,0,Liberty,0,4
36,Female,<bach,0-left,5.466666666666667,protest1,against,0,Violence,0,4
36,Female,<bach,0-left,5.466666666666667,protest1,against,0,other,0,4
36,Female,<bach,0-left,5.466666666666667,protest1,against,0,Fairness,0,4
36,Female,<bach,0-left,5.466666666666667,protest1,against,0,Ingroup,1,4
36,Female,<bach,0-left,5.466666666666667,protest1,pro,1,Harm,0,4
36,Female,<bach,0-left,5.466666666666667,protest1,pro,1,Authority,0,4
36,Female,<bach,0-left,5.466666666666667,protest1,pro,1,Purity,0,4
36,Female,<bach,0-left,5.466666666666667,protest1,pro,1,Liberty,1,4
36,Female,<bach,0-left,5.466666666666667,protest1,pro,1,Violence,0,4
36,Female,<bach,0-left,5.466666666666667,protest1,pro,1,other,0,4
36,Female,<bach,0-left,5.466666666666667,protest1,pro,1,Fairness,0,4
36,Female,<bach,0-left,5.466666666666667,protest1,pro,1,Ingroup,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,against,0,Harm,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,against,0,Authority,1,4
36,Female,<bach,0-left,5.466666666666667,relmarry,against,0,Purity,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,against,0,Liberty,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,against,0,Violence,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,against,0,other,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,against,0,Fairness,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,against,0,Ingroup,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,pro,1,Harm,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,pro,1,Authority,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,pro,1,Purity,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,pro,1,Liberty,1,4
36,Female,<bach,0-left,5.466666666666667,relmarry,pro,1,Violence,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,pro,1,other,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,pro,1,Fairness,0,4
36,Female,<bach,0-left,5.466666666666667,relmarry,pro,1,Ingroup,0,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,against,1,Harm,1,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,against,1,Authority,0,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,against,1,Purity,1,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,against,1,Liberty,1,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,against,1,Violence,1,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,against,1,other,0,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,against,1,Fairness,1,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,against,1,Ingroup,0,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,pro,0,Harm,0,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,pro,0,Authority,1,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,pro,0,Purity,0,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,pro,0,Liberty,0,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,pro,0,Violence,0,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,pro,0,other,0,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,pro,0,Fairness,0,4
36,Female,<bach,0-left,5.466666666666667,stoprndm,pro,0,Ingroup,0,4
27,Female,grad,2,8.166666666666666,meltpot1,against,0,Harm,0,6
27,Female,grad,2,8.166666666666666,meltpot1,against,0,Authority,1,6
27,Female,grad,2,8.166666666666666,meltpot1,against,0,Purity,0,6
27,Female,grad,2,8.166666666666666,meltpot1,against,0,Liberty,0,6
27,Female,grad,2,8.166666666666666,meltpot1,against,0,Violence,0,6
27,Female,grad,2,8.166666666666666,meltpot1,against,0,other,0,6
27,Female,grad,2,8.166666666666666,meltpot1,against,0,Fairness,0,6
27,Female,grad,2,8.166666666666666,meltpot1,against,0,Ingroup,0,6
27,Female,grad,2,8.166666666666666,meltpot1,pro,1,Harm,0,6
27,Female,grad,2,8.166666666666666,meltpot1,pro,1,Authority,0,6
27,Female,grad,2,8.166666666666666,meltpot1,pro,1,Purity,0,6
27,Female,grad,2,8.166666666666666,meltpot1,pro,1,Liberty,1,6
27,Female,grad,2,8.166666666666666,meltpot1,pro,1,Violence,0,6
27,Female,grad,2,8.166666666666666,meltpot1,pro,1,other,0,6
27,Female,grad,2,8.166666666666666,meltpot1,pro,1,Fairness,0,6
27,Female,grad,2,8.166666666666666,meltpot1,pro,1,Ingroup,1,6
27,Female,grad,2,8.166666666666666,protest1,against,0,Harm,0,6
27,Female,grad,2,8.166666666666666,protest1,against,0,Authority,1,6
27,Female,grad,2,8.166666666666666,protest1,against,0,Purity,0,6
27,Female,grad,2,8.166666666666666,protest1,against,0,Liberty,0,6
27,Female,grad,2,8.166666666666666,protest1,against,0,Violence,0,6
27,Female,grad,2,8.166666666666666,protest1,against,0,other,0,6
27,Female,grad,2,8.166666666666666,protest1,against,0,Fairness,0,6
27,Female,grad,2,8.166666666666666,protest1,against,0,Ingroup,1,6
27,Female,grad,2,8.166666666666666,protest1,pro,1,Harm,1,6
27,Female,grad,2,8.166666666666666,protest1,pro,1,Authority,0,6
27,Female,grad,2,8.166666666666666,protest1,pro,1,Purity,0,6
27,Female,grad,2,8.166666666666666,protest1,pro,1,Liberty,1,6
27,Female,grad,2,8.166666666666666,protest1,pro,1,Violence,0,6
